path,species,health,joint_label,group_id,split
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (115).jpg,guava,healthy,Guava_Healthy,phash_b1e198589b1e4da5cd346492ce7936486924333c3996333398cb99b3cccfccf3,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (31).jpg,guava,healthy,Guava_Healthy,phash_e5e193c696966c689878e5a599e5969661969859679ad9c92659c99c76616d98,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (953).jpg,guava,healthy,Guava_Healthy,phash_b42d985ac2d2c1e98e2fcd97cce4661a98ce66793b6c326739b43266319631e6,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (1348).jpg,guava,healthy,Guava_Healthy,phash_bc2dc5c9c2d21e0f9259ecf89b491c4bc925f0e99b863ccdcd3e71ec8b3031c4,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (400).jpg,guava,healthy,Guava_Healthy,phash_b45fd926c3e14cb2cf9636c98e1c326c987c730699f2639bc9c3660ccd8f2668,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (1431).jpg,guava,healthy,Guava_Healthy,phash_bfffc601a000cfedd47f0554d2aa3fbe9ad138000b4238356d6a31fa652bf1f0,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (683).jpg,guava,healthy,Guava_Healthy,phash_b692e7d3c36d3601cfa03a2dcf16b934cc1b91b0cc79c9933c71cd8b3861cc8d,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (379).jpg,guava,healthy,Guava_Healthy,phash_e87492e4878b6b529e9c671b985a6e38996bec61992f4ce759a49cc6353490ce,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (1061).jpg,guava,healthy,Guava_Healthy,phash_eaaac3ef85553c145aaad0eb69d5cf85a5023c3e9aad31e05957c3176528cc78,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (1124).jpg,guava,healthy,Guava_Healthy,phash_ed2d6d29d2d092943c2fc96b71e024b4c70732ca365acf2d9b698cf0c9b63387,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Guava_Healthy/Healthy (396).jpg,guava,healthy,Guava_Healthy,phash_e96acbd2c7a53c2f961e38f0da5231c3992f33cad968630e8da5272cccb22669,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_222533.jpg,mango,anthracnose,Mango_Anthracnose,phash_b83ef1f88cc1f0e7c66638c3c7331c77c78326672723cc3323b1ce38c7190731,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214917.jpg,mango,anthracnose,Mango_Anthracnose,phash_b696836f9e6de9b6017f0f92f01ee1d319233e1bc9f03183d9907e381f3e2003,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_215348.jpg,mango,anthracnose,Mango_Anthracnose,phash_a1fc11ec83c3c7216d381c5a36d133e5d962e036659e9dd91e58cf2cc8e164f3,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214042.jpg,mango,anthracnose,Mango_Anthracnose,phash_b1e1edad8716ccb44e1898608c7264e7dc6324c6ecb79b6610dacc9c9a6cf6cc,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_211112.jpg,mango,anthracnose,Mango_Anthracnose,phash_b4273a079f0bcf87c787ccc26668d3c961e1726033ba399c387b98b968ccd266,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_171136 - Copy - Copy - Copy (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e731b25998d266699b63cce6db658c968c669936949c892696db99246cdb9364,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_164402 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e5a58d389b5a32d26636cda5330dc67b9cd2338c463919b37326b66c98c9c792,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214532.jpg,mango,anthracnose,Mango_Anthracnose,phash_b2927090c0408f6f9febb608cc3e9c3cb961a5e1ada17c8773f627443e4b319b,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212625.jpg,mango,anthracnose,Mango_Anthracnose,phash_b84b207fc0b7d2873fc00d7a207f3427ff80c3c0925f069fcdb07968764bb0d3,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_210740.jpg,mango,anthracnose,Mango_Anthracnose,phash_a9122001d4ccd0f469130f1b876c35a63b931edbb66ef86ed811c7b585f44dde,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153336 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_a698ccd399a6332c4e71c3364c64d9993333e6463319cccc6d99db331364f665,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_164405 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e669cccd9998b3334e663199ce6624cc73998ce60b7499939332e666748cc673,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153447 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e71c9b0ccc93e64919a666539331cd9832c9cda4664b993696db65319b996ce6,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_205417.jpg,mango,anthracnose,Mango_Anthracnose,phash_b603c36c8b86cd929c5bcce01e63fcc723ed6782166c366c1936e1939399d999,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153129 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e66389999924b363649bccc6564d926c13369b33cd9b64db664db2643266999b,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_171145 - Copy - Copy - Copy (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_ff111fe0cfc0e7fc32fed93fcd9f30c718618c337219390d8c04c20ea18f4cc3,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_210634.jpg,mango,anthracnose,Mango_Anthracnose,phash_b0f118f08c78c66e8306199966ccb326f99bfe6efe737899666cc19a019c227c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212023.jpg,mango,anthracnose,Mango_Anthracnose,phash_bd2f93b4c3d8db4a93a5cc1c4c9e3c788590ecd9164bc9e9124cf9650334e5b6,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_140417 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_b0c830e01ce3cc37cf17671e331c30ed98e59c26c71e679e65cb9c639a633638,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_205211.jpg,mango,anthracnose,Mango_Anthracnose,phash_adb4fedad00b616dd3ff63e4c3c067b0cb090301db0d671ecf04060dce3e1e78,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_215002.jpg,mango,anthracnose,Mango_Anthracnose,phash_b4276425cb791adb909a3d94f335e66d27b1e6277c2c25b90825d38cc3399e43,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_164049 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e82bcbe29e163575ed455a1e52f05d8fb36886423996e3343c61e1e23a4cd2d9,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_152955 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f865ca2bc69ab59435646d66cbdbd2db74b435249943c94ac8583a1736a556a5,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_221614.jpg,mango,anthracnose,Mango_Anthracnose,phash_b6e7ecf0c10c930ccfda3db260262c7d63db4ec0d38c9f3fd81e1e3061f26501,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212235.jpg,mango,anthracnose,Mango_Anthracnose,phash_b374c78c8993ce1c8cc9fc6404c770631306d9e20dce7373333873b3cd983e37,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_140445 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_a19131f319c798c7cccf4e2d673c679c92ce98ca6c636e3193319319cf9864cc,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_211714.jpg,mango,anthracnose,Mango_Anthracnose,phash_ba26cb2285c9b4d178b66ba2c3629d451c5df2ba71b20f44cb4db07934fa4f86,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153059 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e673999c9b2926696c966c8499999366664c25996c9b2933d966b36996cc359b,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_205007.jpg,mango,anthracnose,Mango_Anthracnose,phash_bb20600fce98983bd3e29ce5d98e2f38b3639a4e9270b74770f43e45e2cd1649,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_215215.jpg,mango,anthracnose,Mango_Anthracnose,phash_b836c70dcdd1e3360747370f723e99f09c3a8ce0c2f866271317e39119ce1cd9,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_205012.jpg,mango,anthracnose,Mango_Anthracnose,phash_a8a7356d9512da98ca4ded44f5224ebba6d50256136a39291d951e9a2fca15ef,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_161340 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_ec37bc3f91c4c2c0616235b11c96ce1ec35be94964a476b60bd28dc9dc6dc83d,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_221832.jpg,mango,anthracnose,Mango_Anthracnose,phash_f7b6eb508c693ef6f18c00694eb6dc08b0cbf7f9ae10a0254cf35980930d5e73,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212546.jpg,mango,anthracnose,Mango_Anthracnose,phash_b06c187ccc38e6496767cf32071c218cc9ce738e73c78c63048f38cfdce37731,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_215229.jpg,mango,anthracnose,Mango_Anthracnose,phash_bd29fe109a78683cc4dec6e6637893b061b17692c701730c9b8c498f74de8ece,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_164334 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_eaf09540c70f62bfbc784e20a30069c7d4bf8b1d67623588caccd1636cb9b6dc,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153254 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_889dd88cc422e0326b9d1ddd95eee0226a311fdd95cef0665e36c79921c9387e,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_134427 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e639b13cd8ce2e666f39b63cd31ea99c4d8e948626476363cb2391914d9896ca,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_134909 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e9c4b738d63bc8c768c6b53817b11ad7cc4eed0c68e43274161a1b1bc3ede1c4,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_160612 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_bda59ad2c92d60b73a5a0d2506d2e3e9e03cf31f79833ce00f3c979669c99074,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_164417 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e733ccc699cc9333b66664cc6d89498e5b319331b6a6b46634c86cdb49934b36,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214453.jpg,mango,anthracnose,Mango_Anthracnose,phash_aac9f60395f66d257a0de2faa5528e91dead612e3a5087d1659a5c2e0ea5b941,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153324 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_b659a6c9cce69926c30c19993133e6673c7de2e746cc38dccce1198cc3999c33,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214321.jpg,mango,anthracnose,Mango_Anthracnose,phash_aaa8ca3b9554245579a462ab4c989b75b6c6b5aa61490bd5de25d0c853ba7f6c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211008_124249 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_b2b40b0ecb4b15f024b5e44d93707e2bec8f1bed335ac41f09a1f261e65e19c6,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_170725 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e62664e698db339ac63338e7f34c8c1931e6c6cc3899c6d21c4c738ece70386f,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211008_124933 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_c12924069a0f36bf25ffcb6d4b6c0d3cda49f2c324964f3cf869ccd303c6b24c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_170824 - Copy - Copy - Copy (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_eb5ae821d4a59d522bd2d2ad76ad6952c152adad1eafd08a75106355c2532faa,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_134420 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f3a3933acd313cd372cd1f24c312011930c10cedcecece707ce7319cce6cce63,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_140405 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e6599924ccd366493334ad9bccc3cccd736c3392c8d9cce6466c31967319c671,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212630.jpg,mango,anthracnose,Mango_Anthracnose,phash_a61806639864766dd98e9334ccc9999c9e6799993332cd9939b3ccce99b3331a,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214241.jpg,mango,anthracnose,Mango_Anthracnose,phash_b0b4320d93cbf339d36bc324c70ecfa69b3618729cde9d3298309d31c3339b31,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214527.jpg,mango,anthracnose,Mango_Anthracnose,phash_e52c333522ca998cb6f66653939324d6664b93b66dd96e4992b611194b49b5b6,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_162616 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e619b31c996587318d92ccb3649bd8cf664dad99cccc766c998c266633988ce6,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_133203 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e62d228db55551ce9ae65b67593359912d28b4b4d5d264ba3ada1349294db569,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_211107.jpg,mango,anthracnose,Mango_Anthracnose,phash_b05966d3cf929836cc6488e199878f06387c3341b66f326c9729b278b343f67b,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_162042 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_ee83c2a8947c35576f81c2f8183bbd07a3c4663c4c2b59c3b3d4a63dbc634dc2,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_210219.jpg,mango,anthracnose,Mango_Anthracnose,phash_b3cfd9b39b30e39ccc9362c98c4966798cf36661998cc6739992266739994626,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_133809 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f5b49a4acda5e4d2f269e9369a9b1ccd1e641f320719838de1c4e0c6e067e0f3,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_160528 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_b22f381ddd33c7334189d9d126708c9c330ecee6ddd93330ccce664d33269ce1,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204244.jpg,mango,anthracnose,Mango_Anthracnose,phash_aa320400d549db376aa764c9b15b1b3716aed6c9cb554da6e58a30db12b586fd,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212426.jpg,mango,anthracnose,Mango_Anthracnose,phash_b490f649c96ce1b636db1e498924e1b6f45bdf0d23a431f29859ec04e6c293f9,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212340.jpg,mango,anthracnose,Mango_Anthracnose,phash_b04930009936c99fc4cde4cde2661b660f790f9b0f1b733f702c781c781927ff,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_133632 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_a8a2976995556ae4d6aaa55b6a55d6ad956a0a5460a59deac65a796526a5859b,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_222524.jpg,mango,anthracnose,Mango_Anthracnose,phash_abbcf9c2d619f6432e332836989cb784f7e34e3bc032a07e29635da0d680f68c,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153436 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e659933399cdcca6999964d865b63249936464b69326999b33336c9b99cd64cc,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_210541.jpg,mango,anthracnose,Mango_Anthracnose,phash_be079f03c1f860fe9c3cce0b6783b1c75ab9a9c14478721e99cf4ce3b230690b,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_210555.jpg,mango,anthracnose,Mango_Anthracnose,phash_abaff550d454c2a22bafb55dd4884a822977b56d9688da92e96505ab3e927a54,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_134416 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e3639636d9736da776de1c49c3240410322331f3f39cce71cce733983198cc67,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_215405.jpg,mango,anthracnose,Mango_Anthracnose,phash_ba9b7e839985c2749178c544c7452d81711b72ce36f71cb6dc42b645e635c13b,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_210958.jpg,mango,anthracnose,Mango_Anthracnose,phash_b01f201bc0c5c69f3e2f362f607869f81bb39307d64cb4d92f3b6d6278243b94,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204939.jpg,mango,anthracnose,Mango_Anthracnose,phash_bfffd3ffc00064003f919bffc07f60073e009fe0497fe01f92037b60193c8693,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204905.jpg,mango,anthracnose,Mango_Anthracnose,phash_b3b38cfc878fe123f088f840dc206e30f81c3e06df83cf61ef60b9d807e41ff0,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_162833 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f0e0c78fcc7d99e1930f92589633966632ccb2599699a4db3cc7999833933472,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212140.jpg,mango,anthracnose,Mango_Anthracnose,phash_affee401d0000bfe2a8ffd402576c28b9af92fd47902742a24ffd2959f502d4b,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204722.jpg,mango,anthracnose,Mango_Anthracnose,phash_aa3c06fb95fbaf55ca5596a5d54bcf565294d0a8c92aea562a246928e146e655,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_170714 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e4679b91cc48e7b733cb18670c30c4d8c1cfe3673f133c1c986cc0f4c1c73f83,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_222120.jpg,mango,anthracnose,Mango_Anthracnose,phash_b838f1f88f8fc8c421c4773340e7c98c9381e63f4fc6484fc389331bc79cccec,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_221429.jpg,mango,anthracnose,Mango_Anthracnose,phash_b8cec63bc791f1c31c0738f0c2781c3cff0f078738f0c6331f81fe31198ec33c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_152923 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_ad2d92d7c9e365a930167e0b9781cdd086f8633f319f1c1f8e0bce05e700f3b0,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_162021 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_fa85c23f97e8354ae17e1b0472bda1e73708e45e19b2c32d1e5d05b0ec47199c,val
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_211529.jpg,mango,anthracnose,Mango_Anthracnose,phash_f57c9aaac7c16d6a38bcd6d34b61992c7496625199cdc7273a5634cc46298b51,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204642.jpg,mango,anthracnose,Mango_Anthracnose,phash_b3c7c60c8c98d9b38cc670d96670336619b1798e6639cc7bd9cf8cce30c63332,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_215015.jpg,mango,anthracnose,Mango_Anthracnose,phash_bffc87ffc02370009f00483fac07738388f0443c93ae697cb5af4ec1b33c58af,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_222444.jpg,mango,anthracnose,Mango_Anthracnose,phash_9cf7e000c3c007dfce19fa0ef1fc01c7e01bfff0080fcc73f9c803e1e0f3071d,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_160519 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_ead59ab5b52aa4622da9cb7a5a46cad82c97a9b4b925a5492ceb55aa54aa52aa,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_140342 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f3198e67dcc6b19c65396633926698c64d8c6d9932339266c9ce4d896c99b674,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_223000.jpg,mango,anthracnose,Mango_Anthracnose,phash_bbfef322c046c6ff0fbbccc01cdcbc37cc60f9cc00f983ccffc0081d2187360c,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_140433 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_a0c226920db3d931996c334c66cfe493ccb218f633e7930dc7396e786ce265c7,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_165844 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_82c7ff73d11048ec2ecfb783d13048bc248bb753dd74402c228abfd17d7d542a,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212222.jpg,mango,anthracnose,Mango_Anthracnose,phash_a9182828c003d48517dd2fdf6a327a3076b925cde54f8f5a9ef694b6d0257a69,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_214109.jpg,mango,anthracnose,Mango_Anthracnose,phash_b6ed9927d892fe198fcee449d804ccf0c23e7007c17060ffd93763e9f0782381,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_162620 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e4b1b3309adb8ce69b678c93cce699934c9899cc649b31cc32d93399326d6333,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_221819.jpg,mango,anthracnose,Mango_Anthracnose,phash_f61baa50c5a47ebf8a4b6180bdb647ca704d9b3905f2840a6f0d39fb9816a7c6,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_212551.jpg,mango,anthracnose,Mango_Anthracnose,phash_a1a430039a5bcd3d6cb432d231cb38ed9e78db384d98c6cdca67f8733278392c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211008_124917 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e64cf319936dcd248d920cdc9c9998ec8ccc99ccd986664e9b36ccdd98363669,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204327.jpg,mango,anthracnose,Mango_Anthracnose,phash_ab921360844dc09b702f7c443f503bba93ff8c4f4e0763a261f27879b22dbd0f,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_204441.jpg,mango,anthracnose,Mango_Anthracnose,phash_b0f0c58b99269c780c78cc7cc6c9c69c872ce6641e32f3360739ef1bc71ccf1c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_211925.jpg,mango,anthracnose,Mango_Anthracnose,phash_b9a5c5239edc32da6183cd3f192c32c386db1c98e1272f6dfc1881b39e26785c,test
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_153355 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_e6cb99989b24e66309b2e64ccc99f26546cdf3260666999b0cb299993667f64c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_171159 - Copy - Copy - Copy (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f7bb9064cc442f9a3773d9254888244297777bf8ad08c49343ee3f64fc9340d9,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/20211011_170706 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_f88e98e3e3f839b8c7c331c3ce1f7387ccd96306ccd963068cc3231cc1c71e1c,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20240506_205207.jpg,mango,anthracnose,Mango_Anthracnose,phash_be07f278c3686db0cf9b3e1bcc793e5d4ce0986060e6d8e326c3c986320e8d9e,train
/Users/alimran/Desktop/CSE499A/Combined Dataset/Mango_Anthracnose/IMG_20211011_140639 (Custom).jpg,mango,anthracnose,Mango_Anthracnose,phash_a4c926db1b325936266cb64c0dad6c9996d249b5249236f26dbd16dc92f66d29,val
