image_path,plant,class,label,folder
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215432.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(211).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213612.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1129).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (41).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214117.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1286).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210655.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (83).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221504.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144159.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_124922 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(240).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_222827.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215115.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (428).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (231).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1034).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(292).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (444).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164127 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (2).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(144).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214207.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (363).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (959).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220631.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_161011 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_162128 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_160643 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (249).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212537.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (320).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161532 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215624.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161539 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222601.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_213058.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161610 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220334.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214453.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(160).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(168).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1368).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (213).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211152.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_169.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161938 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_decreased_28.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144416.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(268).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211855.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (35).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221429.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123701 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1088).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215732.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_162814 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_124816 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_124.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1153).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1047).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215107.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204722.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220604.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (405).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222212.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_143038(1).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214757.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214129.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (193).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(320).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_155345 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211800.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_32.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164136 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_221023.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_161958 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222359.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_155743 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(114).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211141.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Healthy(190).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1197).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221659.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (160).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211008_124522 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_61.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(65).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215103.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164708 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123105 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(296).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1469).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215556.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221917.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_11.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214930.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1227).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_162306 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_147.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(166).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (20).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (17).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG20241024101536_rotated_90.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1443).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_221304.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214009.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(33).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144218.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221550.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(348).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1363).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_220345.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_decreased_39.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(298).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123136 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1455).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_140300 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_140434.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(45).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose_increased_9.png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_125037 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211011_170709 - Copy - Copy - Copy (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164915 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160810 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1293).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Healthy\e74ceee5-3e19-4454-9a39-96c31fcd0672_rotated_360.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(213).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_155846 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_205336.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215010.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210349.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161628 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160758 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_214241.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161622 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204313.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (640).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_162018 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222750.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_155556 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (581).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_161345 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(196).png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123338 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_255.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_124850 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_211054.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_160327 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(53).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_215514.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_7.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_202.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164055 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (948).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_222010.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_161427 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (595).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211008_125104 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (627).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1435).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\20211008_124256 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(244).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_161333 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161325 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_214611.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\3cd1d5e2-8f5c-4bf6-ac70-8f7646dcc8d2.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_221556.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210631.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_205235.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_174.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1260).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204702.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212131.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(317).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_153355 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210507.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_123156 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215345.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_204155.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_161947 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164356 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_57.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\Healthy(180).jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1275).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215553.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(43).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(174).png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(354).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215129.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_140.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_215452.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (194).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(233).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_210433.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (107).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (11).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_155719 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Papaya_Healthy\063f86c8-7d9e-4d6b-8df4-723dab64d9b7_rotated_90 - Copy.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144037.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_155401 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_153059 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_233.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_162011 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\Anthracnose_increased_239.png,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (234).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1098).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (504).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144418.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(75).png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Mango_Healthy\20211231_125548 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Anthracnose\Anthracnose (180).jpg,Guava,Anthracnose,1,Guava_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20240506_212625.jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1402).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_140309 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_164330 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(147).png,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (382).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (973).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (686).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (482).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1058).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Papaya_Anthracnose\Anthracnose(214).jpg,Papaya,Anthracnose,1,Papaya_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (598).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_124957 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\IMG_20240504_212901.jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (628).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_165907 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Guava_Healthy\Healthy (1039).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Guava_Healthy\Healthy (1164).jpg,Guava,Healthy,0,Guava_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_162233 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Healthy\20211231_155931 (Custom).jpg,Mango,Healthy,0,Mango_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_153138 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
dataset\Raw_dataset\Papaya_Healthy\IMG_20240114_144037_1.jpg,Papaya,Healthy,0,Papaya_Healthy
dataset\Raw_dataset\Mango_Anthracnose\IMG_20211011_153102 (Custom).jpg,Mango,Anthracnose,1,Mango_Anthracnose
